Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,30.8283079461792,28.6498440343675,33.0330745756246,33.4356521341384,36.3128802462439,35.7803826177061,36.7659123020706,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Upper middle income,UMC,39.6898555897966,30.6449399745775,21.0788669545604,21.0637871997493,21.5269105787523,21.7980238831104,22.2175851586151,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,World,WLD,43.7185368936919,39.7351706358821,31.3320123535253,30.9810057720854,31.4347913508101,31.5058096766192,31.516048448402,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Afghanistan,AFG,0.238472916123355,0.0370549371204185,0.335351023308404,0.263715760645502,0.234036914423758,0.232175631246749,0.208857195602366,0.20332756862023,0.200151071015376,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Albania,ALB,1.84084061606394,1.026213108529,1.57909199452076,1.65452427763954,1.80678854066866,1.75998705871449,1.71412617289866,1.94887203810602,1.93973156347946,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Algeria,DZA,2.63559677613212,2.53171179217169,3.38755462612394,3.40612323474996,3.56620883406526,3.6742329469226,3.53501992705652,3.50574766242013,3.59165741835207,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Andorra,AND,7.52183165773831,7.95228628230616,5.94465405752969,5.94280054475672,5.8071276179415,6.02618183683151,6.08060029756129,6.10413392729587,5.97340536048203,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Angola,AGO,0.534250026480402,0.754476371745695,1.20479888322113,1.26154174238672,1.28536455265954,1.26092098873993,1.2277029417926,1.03431729977182,0.88738036390839,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Antigua and Barbuda,ATG,3.35822685621992,4.34170536924231,7.96398508965014,5.136050704841,5.18571335969404,5.23666520610018,5.28988573846805,5.23971705527901,5.50466338464095,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Argentina,ARG,3.06082581963544,3.57762821285442,4.277881788849,4.35988634439761,4.21636063230176,4.31443352245988,4.22753944174089,4.0894715157252,3.9872341980589,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Armenia,ARM,5.61025435790992,1.15976136281082,1.98319210023857,1.89812716968877,1.88160773079824,1.82529219202211,1.72675278179192,1.80658104876105,1.88024626821933,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Australia,AUS,15.4467304615853,17.689656972798,16.9692565563587,16.3986459950997,15.7558761009156,15.7864494009173,15.8720795379851,15.7386474030825,15.475516485656,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Austria,AUT,7.58936421003276,7.92978551259517,7.72361441429771,7.75369957604068,7.25338378134494,7.3067452655704,7.25562651573804,7.48275147921596,7.14663762463773,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Azerbaijan,AZE,8.01650128219423,4.97105086598912,3.30902697394862,3.33340377480633,3.42210064541678,3.33390642946498,3.34706182082623,3.24435690442685,3.22140218320925,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Bahamas, The",BHS,6.94696499588256,7.1801238068077,10.0115242545678,8.47037547458615,7.06913996627319,6.33351149118119,5.7948312222331,5.6319728407933,5.86046391017413,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bahrain,BHR,21.6564131414503,23.8937121018342,20.4393734489693,21.8702401239821,22.6185245866057,22.3055968824648,21.1811953067521,20.3336240367799,19.5929758385156,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bangladesh,BGD,0.111658248374604,0.169593941656331,0.384025154859518,0.39656611450694,0.412898522713156,0.458797539455164,0.466776363121019,0.492906612933688,0.512837313770296,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Barbados,BRB,3.75575339263336,4.56703411648147,7.78997384542718,5.20587842163394,4.52909681383306,4.52112838953201,4.58365698850237,4.19244730617792,4.36087077867709,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belarus,BLR,9.79944938577032,5.30982673671616,6.32910320450149,6.34635824615165,6.2941107676709,5.80166568791964,5.83037176989114,5.94566713207934,6.28364773644065,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belgium,BEL,10.9667747158004,11.4405560297525,8.54961568145011,8.65727005028135,8.04349554115034,8.44406111087655,8.32375671826537,8.1554911149366,8.17971106113614,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belize,BLZ,1.75949326593941,1.81957866645101,2.04141407865657,1.44631147185333,1.38666425179559,1.82862969140489,1.76439132570935,1.72975849910186,1.77512784836231,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Benin,BEN,0.0763283799562478,0.22283892124989,0.487190487574895,0.501769487097627,0.535635874149484,0.566378736988654,0.665006633510153,0.658601659819357,0.688722324311593,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bhutan,BTN,0.244912876953887,0.62604269949612,1.08326610431853,1.19678697895767,1.30727498529316,1.31888965976768,1.66959411216958,1.78388680768761,1.82927799192997,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bolivia,BOL,0.82740469222949,0.950314019388782,1.66222170915514,1.76051411565231,1.88389931104579,1.8776911887064,1.95887859684466,1.98787565601013,2.00032766265544,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,5.3703190063588,3.71883377372856,6.09158684172859,6.16778985366107,5.59718744920459,5.71826479677561,6.59724303753134,6.75809942551679,6.78113160660171,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,2.18378620344494,2.45233315463147,2.51525948603394,2.69569091867304,3.41373893467406,3.39979516352025,3.29641075500307,3.56903798327132,3.64230521985371,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.33057522748249,1.78882884368111,2.26687811082304,2.40185952057599,2.49936201612059,2.34736573083425,2.14349752363003,2.16442150357383,2.04187419904738,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,15.1518665398857,13.2966749308153,17.8698085449264,17.3584495096609,17.0092098648537,14.4126252669228,15.2695031575236,15.8075390889109,16.644908616188,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,8.43743537292696,5.30343792027879,6.17584063703139,5.48098688045544,5.84584197704908,6.22597604260022,5.8559262562954,6.22390190316575,5.85477343393352,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.0669615015628701,0.0904552405502056,0.163536225265297,0.173961011998565,0.171727227334835,0.18773519354615,0.187704296015038,0.212053871478473,0.21618648458803,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.0349331554071285,0.0407595638789372,0.042180438832307,0.0429755787605046,0.0396168300827047,0.0403541956650932,0.0438596407590311,0.0526461137470086,0.0527946300523678,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.295899133903235,0.513805006329143,1.04900433654434,0.996599835854145,0.964736935532419,0.952852841407173,1.03550852882479,1.09767646079342,1.14020052817031,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.140380634290956,0.161247317103791,0.366700508658259,0.371348160196136,0.43405659076634,0.552783940402418,0.627921977840063,0.710207176240628,0.686777894736518,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.246178168818122,0.431869549097251,0.328597266210376,0.333827053126968,0.341682842226338,0.343800786801621,0.357343635306538,0.338678510644967,0.34184290843119,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,15.1355281967827,16.783045409055,15.7612634959816,15.858128708318,15.8541384273439,15.651386155996,15.2447471768292,15.3853158863169,15.497064568908,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.0570056364323022,0.0659264409253765,0.0676222288692369,0.0674468771533821,0.0672017268155723,0.068993590495443,0.0683168039724238,0.0674496189422899,0.0707187056333878,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.0654005785435794,0.0610365149155291,0.069614199669794,0.0695892487031249,0.0687961162689495,0.068740840017317,0.0700469685526195,0.0679241016088623,0.0691315979407054,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,2.29083822154718,3.24722092769361,4.51082647202854,4.7201404591785,4.30148844789357,4.5616548528506,4.73170735993575,4.71239578277393,4.6248722447118,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,1.91454256354691,2.64847997655715,7.03978762212097,7.28901734104046,7.21279139270771,7.12422274723523,7.07189848608219,7.17494798437203,7.35226268214092,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.47601837186715,1.46909037138943,1.52553228629889,1.67306542320275,1.69946558599221,1.7051528338186,1.7386593989486,1.55510616635784,1.6006506184645,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.170068853590154,0.184380058927867,0.207220959709338,0.24274757893005,0.210695426592397,0.2315306102761,0.251383552225561,0.307166816154517,0.31237910327974,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,0.0918755890113675,0.0195304912364351,0.035206804261136,0.0511499604169375,0.0649337929489086,0.0379043575216646,0.0261457386317123,0.028010252981111,0.0261692628875174,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,0.356424552559892,0.9144918175365,1.05316907443289,0.865284504463462,0.861310987098279,0.708388410189014,0.672556251801849,0.63005055470864,0.613992585944184,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,0.920038109453119,1.24925265668089,1.58916280556988,1.64061954686426,1.63281818579928,1.55534308826366,1.64920307568209,1.65254027561867,1.65218405330354,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.227256089016629,0.38469345462015,0.366173070936217,0.383021967260586,0.395625651943387,0.41160505823006,0.391223069937504,0.424757467782576,0.39530538358065,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,4.25548126081139,4.03956581269574,4.09133279500829,4.00405198782148,3.85523839364438,3.96802362924766,4.05811780471638,4.23805761188363,4.05592876243046,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,3.34151616318074,2.53450727156428,2.56282428388382,2.42406043506168,2.3773075382494,2.42742086665371,2.50990109666357,2.26205337123118,2.20230009386014,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,5.94821918665929,7.49505983326407,6.18477136609441,5.57757639443781,5.85786476923918,5.83985867197479,6.11012409106563,6.18809258403726,6.07940050216016,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czech Republic,CZE,14.5354533934042,12.0106526893106,10.196193719118,9.76957796031908,9.47712222694416,9.57514081800604,9.73469317450937,9.76172591693868,9.64070499819002,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,10.1304450412658,9.87149637726758,6.83349870125968,7.12029994308034,6.33652138088678,5.91186777544685,6.17666519436942,5.78145977956558,5.76149416359606,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.558949716544742,0.515624107238666,0.587465558391773,0.633989059160236,0.511846463864196,0.590810920811643,0.527382450218864,0.497828619849592,0.51098993349831,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,0.852006475249212,1.8664752333094,3.52340953293683,2.39372562272068,2.53196607165464,2.52897787144362,2.52429635239177,2.37895326056535,2.51305391896797,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,1.10184480501903,2.2027271556477,2.1790537750999,2.11480115992614,2.09735546299122,2.28075678330622,2.35243473147717,2.22484096287008,2.36375764821923,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,1.52478792008274,1.6851819826998,2.36718144300356,2.51027011155773,2.58277544547861,2.51171630534427,2.36551607544329,2.2495799314593,2.31381230047905,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,1.54664304529562,1.63965480893278,2.45781641392308,2.38030460207004,2.39591700795628,2.44422078841638,2.47715463828412,2.47494390185913,2.50204214229022,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,0.451606561881294,0.956193433006167,1.08529731535598,1.03094823618481,1.04684196848227,1.10669819597127,1.12804365292944,0.998728265136995,1.0606254107782,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,0.143133868335926,3.87673628295226,9.7072220374305,8.68626511038524,7.20858472047354,6.11000577626596,4.60836698401308,4.46114446184176,5.09562509645018,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0,0.279181805372767,0.193839950967723,0.198082983361334,0.205348482414318,0.194446721299215,0.195465322970907,0.210964653458326,0.231696216140132,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,22.3174740341097,10.6085605786748,12.6862105880716,14.5599724430329,13.5560212849313,11.6845964785044,11.8939952424019,12.3578242942073,12.1030850007224,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,1.15512333677438,1.12389500234725,0.98213168903487,1.42614894699602,0.876694714809383,0.932938902465314,1.1041352107821,0.924602243227289,0.959275667664665,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,0.0482376912864604,0.0537562894292379,0.0912355801680249,0.107772862988097,0.125695422925035,0.127732852055517,0.144300198619813,0.145300852934804,0.149050931014413,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,1.00195587276533,1.04807456372355,1.19066197337772,1.30544984877577,1.51192167553238,1.73836561397692,1.9944842195033,2.06277209217514,2.15056197580052,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,10.9416935680049,10.6448561099446,9.12638800614189,9.22784673280171,8.45187193583022,7.81453741205224,8.31801267373246,7.80833860122355,8.04275204989552,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,6.12235968730942,6.12747793966756,5.12231119022055,5.10055617017218,4.59237682939366,4.66608659650847,4.68661220239091,4.72757562163375,4.61924120513374,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,4.34968978180987,3.80182015192627,3.33204357147062,3.13691822549489,2.91962898416552,2.81358943158305,2.84379261331094,2.27623628688714,2.17527220393767,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.198829001826087,0.182134433425311,0.2414672811834,0.224065899818099,0.256912299528121,0.254091837419578,0.246610960507814,0.243913455892317,0.249989912687734,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,6.97417742607247,1.16994033304301,1.92819601842272,2.10884888053479,2.27724044701665,2.46961567411381,2.58886305987517,2.58315173481574,2.53854169098541,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,12.0266092332951,10.0968832733247,9.44994992466537,9.64255894664068,9.10678232951564,9.08729093927033,9.0730063894536,8.85829369906254,8.55838981170216,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.188854549099949,0.297735601449257,0.546997678991142,0.56412366658134,0.527833773133592,0.543283051942276,0.495401525745413,0.507529429152326,0.541201382411755,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,7.4160579131162,8.74159526062281,7.25123768550344,6.60999592255908,6.38517838058472,6.28506934230783,6.20361728887355,6.2112500056952,6.08317505028006,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,1.14193173324475,2.04206657137023,3.90872203402449,2.9582516732611,2.29568411386593,2.4634362198115,2.53938311128846,2.61558165124375,2.69181419303897,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,0.434248625569951,0.812786389641685,0.821948834598323,0.864797688856427,0.911388475188935,1.04962807257902,1.10313002086849,1.02626785727828,1.11396927255543,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.157423741578223,0.180809114720956,0.233758216272726,0.200131811584896,0.200879385380823,0.222181479231805,0.241088376865262,0.24611527343324,0.25132323293185,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.174311597360717,0.124864210171439,0.155765083823422,0.15774219949656,0.165442295204596,0.161178259125136,0.168309177226197,0.16410067904861,0.165394727856314,..,..,..
